-874,-100,-849.9999786250002,-861.999997714,-100,-609.9999953589999,-100,-100,-789.9999803350001,-826,-100,-849.9999895,-100,-100,-100,-525.9999961233999,-573.999998578,-549.999997525,-585.9999900856,-511.59999977536,-100,-354.9819068982173,-100,-100,-396.01785913060945,-417.99999825099997,-403.16947417518946,-100,-100,-100,-100,-441.999998974,-100,-114.67359999853264,-100,-540.360809744105,-282.7915359086042,-137.52886546169267,-100,-968.5676735475631
-849.9999846999999,-725.19999938848,-789.9999999309999,-100,-706,-100,-100,-717.9999966009999,-100,-100,-100,-100,-100,-693.999998218,-645.99999181,-537.9999910648,-477.99999981099995,-100,-501.99999879399996,-633.9999925239999,-100,-537.9999999562,-297.999999901,-390.9819072557883,-100,-499.1694714391895,-100,-100,-100,-306.7311941081608,-100,-100,-501.73886130980924,-276.6804637332876,-550,-526.4065987134176,-402.73119576176316,-100,-447.61179270627775,-933.3946921337579
-801.9999999298,-100,-100,-100,-100,-100,-573.9999933639999,-849.9999977499999,-669.9999948129998,-696.1944303118898,-100,-464.7151563051607,-914.7999933419201,-100,-648.39999468784,-100,-100,-100,-297.443317213334,-100,-100,-100,-760.7730503574633,-486.98190650221727,-100,-522.6612349016722,-100,-100,-100,-319.21785264955054,-490.050215554303,-100,-342.46832928086644,-391.751856664947,-456.1711187944371,-100,-100,-100,-100,-914.79999874048
-597.9999985059999,-585.9999931959999,-550,-794.7999999436,-100,-537.9999875170001,-993.9999998704,-693.9999830710001,-804.3999963591999,-859.5999942507999,-100,-100,-870.3151653971694,-705.9999981819999,-100,-453.99998991100006,-453.999998938,-100,-100,-477.9999965601999,-405.9999912790001,-100,-100,-100,-100,-100,-100,-100,-100,-311.53120002252643,-478,-282.48998166176636,-489.57598723662653,-100,-293.3802668609338,-474.7311988758064,-186.69966754445204,-100,-100,-907.119999626848
-621.999992692,-657.999992188,-753.9999866584,-921.9999765730001,-100,-905.19998943208,-453.9999967785999,-100,-633.9999925239999,-100,-100,-100,-657.9999886168,-585.9999931959999,-100,-100,-597.9999999501999,-726.640000034944,-100,-501.5694852217894,-100,-510.81227657700407,-258.73119676188355,-633.9999992523999,-100,-391.25607997087434,-378.557737928813,-330.7242320648404,-100,-498.7311998006344,-100,-100,-390.4899850226305,-234.77646339290763,-100,-100,-100,-161.22273962769066,-100,-655.7690482987296
-573.999998578,-717.9999981459999,-100,-705.9999944853998,-501.9999885430001,-100,-717.9999991347999,-501.9999885430001,-537.9999960142,-100,-100,-100,-100,-100,-613.83999906688,-100,-100,-609.999999949,-556.7199976220799,-100,-523.2021307999057,-100,-330.81227575022604,-511.25607995887435,-100,-100,-100,-100,-100,-306.7265480600572,-100,-100,-100,-343.3907528657191,-261.9999997732,-100,-100,-369.77523268381196,-100,-1135.6499159180048
-681.9999997312,-754,-100,-100,-100,-761.1999977152,-100,-100,-100,-465.9999895690001,-100,-453.99999504399995,-561.999993532,-609.999989596,-795.7599961871199,-844.9119963633568,-654.812276821226,-100,-546.8122695942261,-662.7999977488,-100,-342.6612339030842,-612.39999511624,-415.1694810820875,-333.99999333100004,-100,-100,-585.9999955773999,-555.7173344180786,-100,-100,-452.11550417033743,-248.00041393899187,-270.58164722475374,-402.586110740583,-100,-100,-100,-258.6996644283584,-1174.9599970528
-864.3999977067999,-1015.120000599328,-100,-100,-100,-100,-441.9999930232,-657.999998326,-789.99999217,-644.7151659369415,-585.9999900856,-525.9999878590002,-100,-100,-100,-100,-234.81227848622603,-100,-672.4,-426.9819072053883,-100,-487.2131738446243,-487.94626154554,-306.7242334137891,-100,-631.2021277219058,-416.9944244420317,-100,-100,-100,-201.9999999898,-116.47047175953003,-312.54875313689456,-347.1520000003648,-100,-148.30532244328947,-100,-281.52886326180123,-423.0227210732857,-780.5014816934768
-100,-100,-100,-705.9999827290001,-787.5999997636,-100,-610,-957.519999062464,-694,-465.99999981699995,-100,-547.59999604384,-612.3999999208,-561.999993532,-100,-630.8122815852388,-100,-100,-100,-672.8800655380489,-100,-100,-100,-100,-394,-100,-452.9944234160317,-100,-426.73119996732686,-370.25789110218784,-100,-414.48998248693124,-362.0514113576663,-100,-441.999998974,-220.8341704776047,-100,-209.12959982601834,-174.43072383255694,-833.4231133570207
-537.9999875170001,-100,-952.6860530393035,-864.3999937756,-891.279992978368,-657.9999840970002,-100,-100,-846.3151630863305,-100,-453.9999927784,-477.9999965601999,-621.999992692,-100,-100,-550,-100,-100,-429.99999953799994,-342.50493279596975,-405.9999999694,-450.81228039890846,-451.20214092955484,-513.9999942039999,-417.99999554799996,-392.40730043258077,-528.463867374893,-100,-224.28855554556702,-480.6536121983644,-129.999999958,-100,-46.8713721396014,-154.82900766361496,-234.7997728,-100,-215.27304745755265,-100,-407.5136385394222,-888.5022056917126
-100,-100,-100,-861.9999992236,-100,-836.7151599954348,-100,-585.9999955773999,-696.3999988242399,-477.999994708,-601.5927623876028,-674.3199991684,-297.99999435700005,-100,-100,-100,-429.99999538,-393.99999958839993,-100,-429.99999953799994,-100,-558.8122798049085,-345.999998647,-731.5221415307232,-321.420025577858,-450.55773555588013,-197.2470911451832,-269.64215839869166,-100,-100,-53.553081336666246,-100,-478.5072693206579,-270.7311965170835,-221.35401267532603,-264.7201592420055,-100,-100,-100,-1034.319998369248
-100,-100,-782.7999985888,-573.9999903303999,-645.9999999454,-393.99999162100005,-561.9999868330001,-672.6744267405642,-466,-100,-501.99999979899997,-100,-100,-333.99999967239995,-619.5999987591999,-100,-421.8612404981922,-629.1999994984,-586,-100,-370,-426.82344665531764,-468.3890296579144,-414.82344624724715,-292.9035713913138,-330.4683282607716,-100,-100,-172.66747803059832,-100,-100,-361.4495130941883,-346,-100,-101.47137210862296,-100,-259.369981104063,-100,-235.95307937635602,-795.4528057567052
-100,-100,-100,-619.5999964936,-525.9999878590002,-693.9999967329999,-100,-100,-713.1999932968,-684.3999954004,-503.59153599777187,-100,-597.9999914499999,-100,-594.8122754010041,-594.8122754010041,-100,-306.55773858401307,-405.9999995716,-100,-100,-301.7001764758038,-402.5577387996209,-312.53800914653135,-100,-498.7242297128404,-270.79977278292006,-100,-100,-114.71392,-100,-100,-100,-258.67359912729523,-246.62007077537604,-102.67566911232538,-100,-100,-100,-805.0557521732178
-393.999995884,-729.999991054,-100,-608.7151659873416,-729.99999811,-100,-749.1999997684,-100,-525.9999913096,-701.1999994324,-100,-100,-438.8122726722261,-614.79999996544,-100,-100,-100,-465.999997987,-100,-471.1420913063755,-378.5577365638801,-429.99999059500004,-401.22273863141174,-363.92575060283457,-100,-100,-414.5326340173334,-432.52162837597405,-650.6935655456086,-245.64215843229167,-221.7793731355809,-174.52930605908242,-53.36904768611115,-389.77936658178004,-100,-90.72195520092781,-196.8296220662378,-77.43980513636377,-136.79888492102384,-775.3213928765947
-672.3999964684,-537.9999875170001,-100,-657.9999992187999,-513.9999962325999,-429.99999538,-679.59999079024,-100,-681.999996799,-100,-513.9999994204,-100,-489.99999883,-426.6612378463122,-743.6122805111085,-535.6572307985698,-417.99999955479996,-538.5074182344125,-475.2021321679057,-100,-345.9999999754,-362.0234466307672,-313.9297946053247,-226,-197.21817582709465,-126.48998407093126,-281.7793711321929,-100,-352.77831593370547,-328.7783166177055,-185.4398020583638,-77.36904768872068,-100,-283.36998110166303,-181.14256228249243,-52.82471359199499,-100,-100,-241.02989718015755,-300.04370132471274
-792.3999944802399,-597.9999972609999,-725.19999474544,-669.9999837550001,-715.5999949216,-585.9999999514,-100,-100,-100,-100,-100,-142,-551.2896485781451,-537.9999999562,-660.2743806416645,-245.4561164480014,-451.2504407633934,-330.73119997692686,-100,-293.52886404209266,-100,-100,-100,-373.68509676172613,-100,-424.0030933763313,-670.660503296524,-179.28895636736027,-185.36904715129805,-366.8350417125098,-383.60781671573534,-53.63098162099107,-100,-160.82900747086882,-64.83417492360465,-209.1295991275889,-65.7184597948323,-105.00898560898779,-100,-759.8883658797859
-100,-100,-100,-429.999999967,-100,-797.679998694064,-441.999999829,-429.99999900999995,-100,-100,-100,-100,-100,-100,-466.15153600622483,-100,-538.487714448296,-100,-484.37646365895,-430.07747196543426,-299.5311992019635,-282.66102294569777,-354.7852802822444,-100,-291.4133824923334,-100,-184.90357267976674,-283.43669672753055,-100,-100,-100,-136.79888462295287,-293.9914909280923,-100,-272.76300673015015,-188.3958436468492,-305.2025641611187,-248.33458495638237,-99.51743748499419,-818.2954209218575
-716.7151633076095,-692.7151631688348,-598,-666.6399998488,-854.4780633056721,-100,-502,-995.4399935823999,-280.13264633016774,-453.99999504399995,-100,-100,-100,-686.1477872070612,-100,-100,-393.99999958839993,-100,-560.9944203380317,-269.41972727044686,-100,-421.7861115153608,-100,-238.32886613460124,-319.602565843648,-100,-440.26788073884813,-100,-221.1979163768384,-283.84116735678197,-138.6735997872952,-100,-100,-100,-111.23805454394605,-196.8290075076149,-100,-100,-83.24055793954969,-788.2455105034696
-573.999998578,-552.3999968619999,-584.08000013248,-678.1599912995199,-100,-369.99999919,-100,-100,-617.5371948824115,-600.7726427004078,-270.7852810466444,-271.663781313872,-644.7141120055079,-429.99999538,-514.592576736251,-100,-100,-462.7915358186042,-415.2504409393927,-450.48998377393127,-100,-450.77646330614994,-425.9618427670129,-403.1232534483686,-504.49223194129195,-172.90357274576672,-173.20799231204887,-221.20256536184797,-100,-199.96806439701447,-294.7219552,-309.1797619382025,-100,-202.11737002228088,-175.36998111999998,-42.62900772814242,-262.1041152382515,-41.411790252848654,-89.37103027067052,-1083.4719963824127
-429.999999835,-561.9999868330001,-715.2751674682565,-631.5999960351999,-100,-597.9999972609999,-309.9999997059999,-453.9999967785999,-333.99999967239995,-486.98190650221727,-529.1964488949177,-429.99999953799994,-483.2163517747,-406.7005392581975,-270.67359999999996,-100,-534.7242292088404,-436.1816487708651,-414.82344665651766,-100,-100,-317.38026677158166,-100,-100,-258.52930608049417,-118.50552309376302,-100,-100,-359.10854197310624,-100,-139.95257899514735,-100,-100,-45.403921582994805,-100,-199.56645538388182,-41.74899512267457,-100,-61.05052496490487,-707.8722486342966
-525.9999969243999,-100,-100,-602.7999933688,-100,-463.5999978217599,-525.999997657,-470.8774685013883,-548.7099674601477,-463.1694724651895,-486.8122769130041,-100,-202.48277107018095,-730.1693777652652,-342.8234466637176,-414.98190671821726,-100,-100,-270.6735990612952,-100,-388.2429780613289,-269.2470911999785,-100,-100,-99.16942329919435,-100,-179.1107656766409,-100,-293.4713720163014,-298.9993586823143,-100,-340.82900264311763,-45.52,-402.6743965849771,-190.12415084331636,-100,-100,-250.20862033228886,-100,-843.6716801582847
-534.8122734582055,-100,-100,-765.566246141646,-429.99999953799994,-577.05228272057,-174.48470529235675,-100,-374.18190771507204,-100,-514,-393.99999997059996,-100,-100,-475.1694751620622,-124.77832263240987,-100,-467.7981882744381,-341.354012015326,-378.14041178575735,-269.0845002245672,-390.4683274207716,-190,-378.32360461641116,-100,-100,-294.5196673892316,-100,-365.28024142956394,-100,-208.91321390802023,-187.00230159129978,-70.71159317795572,-100,-197.45416257490422,-233.6581065820478,-100,-100,-55.2935017612092,-505.4274206648811
-647.2808518014183,-417.99999710619994,-534.8122699362261,-750.5326383643333,-400.19443440215156,-475.2178568335612,-100,-258.79153592060425,-321.999996892,-404.080000416592,-450.72423210338906,-391.1694812140875,-43.78611181698306,-308.6694399807559,-100,-173.64215841526422,-47.200000026400005,-100,-425.33410867284545,-81.87875307943345,-314.87227167484053,-222.5861109741178,-183.3896619801416,-279.77000292253115,-100,-378.4899816823673,-421.3743057401788,-127.95308201308622,-100,-100,-71.19699558255023,-269.99149188305745,-44.489045233467074,-56.59699905199019,-76.8290076255424,-32.47482465144853,-41.499736943769705,-100,-45.98648371227736,-733.3600007294559
-415.1694810820875,-469.7509319934197,-537.9999910648,-417.99999955479996,-100,-522.8122784807842,-343.2178566839769,-174.77646375984878,-524.9944248064864,-562,-100,-357.999999226,-351.04066185795125,-321.99999997780003,-100,-283.9614289230885,-354.7265447448472,-100,-145.9905049678567,-160.90357281176674,-344.5779164977743,-201.9999999898,-245.36904558566113,-293.12960077444393,-197.1660123545459,-149.2025655807187,-100,-100,-196.90530454249475,-261.48027406042166,-26.202462858597016,-100,-100,-215.681133771158,-93.3596004072727,-48.62227486964081,-40.704831706425004,-54.70726997611794,-100,-502.3639748659225
-100,-100,-100,-453.99999504399995,-100,-597.999985807,-319.78928053795806,-546.6612367543122,-222.7311999386344,-573.5404732816176,-500.0706174915129,-438.7311930898835,-355.6160926701662,-639.3765680226406,-297.57592131965083,-142.81963413871733,-370.6256179311677,-113.64215859526422,-292.90357256802565,-86.9525008221091,-89.20799364453299,-184.90357237411385,-66.6736001832952,-100,-100,-100,-100,-172.72276587552494,-100,-100,-100,-100,-100,-100,-67.2718535003559,-100,-209.26706504285417,-92.82714260789987,-43.02753477217993,-717.3617894364638
-593.20000182448,-572.9024315134548,-383.8568564941048,-655.2647838974835,-397.9915358600118,-343.62274207446035,-100,-442.13608,-426.81227566140547,-638.8,-42.97937646557999,-294.5816481168651,-100,-454.0047480908162,-304.6812878303822,-464.91519453754574,-100,-541.6212802943705,-305.2,-310,-174.75999989565997,-286.32049074700814,-100,-208.8204853558916,-100,-43.396464170064874,-100,-100,-191.7229426854084,-170.2732848740127,-51.11180320488882,-65.95372973716648,-120.48121644985399,-52.50409849090083,-67.16121777427874,-45.442499021147825,-100,-53.62137667624201,-54.65434136703131,-693.9999996568
-631.5999964400798,-453.99999504399995,-750.4677895794587,-393.99999997059996,-492.93609931306156,-390.7915344006465,-400.3196720016748,-100,-306.5861105121178,-499.0016895913416,-443.2375806706319,-174.62007178337603,-100,-270.5816486064651,-238,-100,-150.72654947965725,-285.0230215736559,-406.2024085853944,-258.62007138461433,-48.26832258420706,-171.51784647833298,-432.7995119021282,-116.93488228562808,-100,-137.36904750872066,-53.60536483982241,-66.27423465604818,-149.11243582618138,-28.25163469761262,-184.70482875275127,-160.79888443142383,-100,-100,-85.46898963444521,-107.00422608261304,-77.16499786853007,-100,-53.953729753966485,-532.3056250824867
