-465.99495564062977,-837.520215587302,-537.3028940584376,-807.276960843172,-513.9961222876782,-628.7431529137706,-100,-653.5952771743392,-100,-590.4902074411372,-489.82658706798884,-100,-357.99998694520036,-341.21900352766255,-100,-292.57240204865485,-100,-100,-499.2237399041732,-375.1004169298486,-256.3972670146637,-393.0495224118726,-244.40328128641366,-208.24931181195666,-175.29710623797635,-451.42558142628025,-300.3111049935155,-252.86705685393144,-236.19375235137812,-231.50242064941648,-131.52499262099104,-206.88936543401456,-215.58698531665138,-65.05278971859538,-83.61285463822144,-43.23407879106119,-41.98353183317415,-40.87035063813705,-128.8192079570214,-770.4321123543499
-661.8407081585245,-100,-779.1281590763678,-645.9977448527,-100,-100,-570.9599776901142,-724.7203457775383,-100,-510.4695771379165,-526.3985495206232,-479.73510816976204,-526.0189444707261,-415.1371341100263,-418.15296295272867,-376.1465201009436,-100,-569.8523446606907,-396.30108916973273,-362.2987829460494,-356.2745773854292,-243.09032318811262,-301.73052081439505,-172.39423623710582,-237.35127557431375,-335.6668633101687,-230.26381667687153,-215.44786406992233,-100,-160.61015548994305,-139.02432370264947,-300.70561448599085,-93.35380403430533,-36.234428169357564,-124.22009877953187,-76.13465926650088,-40.327606668255726,-158.0678784145621,-258.30977064914856,-629.0639399836137
-736.895403642669,-417.9968829479057,-735.9341062915366,-417.9978780251068,-609.3595622608954,-590.3519313043546,-548.1859931206129,-100,-760.9979758187942,-552.2041213972097,-687.7591373271371,-574.9327080828778,-464.83639616621053,-280.4930373477938,-436.1056462131854,-100,-318.522419664332,-305.2190153825674,-520.659397818739,-389.04359223760883,-268.24821434616035,-374.03164709587634,-364.1271251141472,-277.50804144644115,-202.6979476202686,-422.1047942438176,-280.0150588324121,-100,-283.7859873563125,-184.2179938513362,-112.40725184370893,-160.98793617948454,-166.6100262356059,-100,-41.598128152343904,-64.19165609901782,-143.49107648459008,-42.15692899979243,-44.405001149729216,-439.42633065243433
-812.4249323911164,-777.9988978387287,-735.7587964421053,-822.3978335576483,-437.2920757910624,-754.0684767081053,-318.6432920096084,-100,-510.7884722478959,-450.4505416217614,-540.8481393133038,-330.4441603238431,-296.13765827058,-100,-441.81512269488377,-565.332403930984,-347.9044902787858,-323.74226341422604,-234.85432,-371.61200226052875,-196.7828971624257,-256.51110227367093,-274.47043757424024,-229.88714035753043,-333.3797341554981,-400.201222089735,-320.9752543854871,-155.78508593077174,-100,-78.98187001644885,-81.23424337184609,-217.99827270767815,-173.55751372194578,-44.46084067365537,-83.6634306478522,-64.15001267778126,-242.92207843252567,-42.72859623731989,-19.02132884755979,-725.4029642708555
-651.3038050185589,-738.3553309899224,-481.4398491875861,-540.2304445438236,-622.980069549123,-593.6007317570053,-550.2446527300157,-506.9531987684021,-366.80816889199906,-462.49228653299133,-647.3263676272564,-521.8080518886185,-280.40790551749274,-100,-322.65318223336425,-465.7520133028463,-447.6548655756801,-413.5394220903425,-449.27622823636034,-297.2203717253974,-201.21203708604838,-283.68449110554076,-400.753695787953,-179.34498070608106,-136.32720061573616,-32.1106453209008,-141.2454752571103,-107.13461654471982,-129.2870516895534,-202.38733787321598,-137.18583081713,-91.5504285482383,-170.05107375081053,-40.78279966621716,-45.67636937442869,-40.909305544563246,-78.95073587051458,-112.21258990969318,-53.09291277669111,-619.4969411104073
-577.6830990241522,-561.9964180821082,-391.13425494663767,-774.1778970438149,-599.9040841233149,-527.2381087935959,-426.43942570759805,-544.5597198267693,-302.41886558432253,-268.8302479939342,-449.27779420827113,-565.7912717732456,-402.64055443075705,-414.9510031639916,-434.1799427972785,-227.50034905810492,-443.27556616185905,-351.9536409344296,-474.1644576842933,-361.34133268697065,-100,-318.245078742238,-184.8053277229667,-191.5711474872469,-337.8001977360261,-177.62604602662367,-135.70703520939364,-235.20819783890738,-103.6604352114145,-158.2676684196774,-167.54694733354745,-239.4905580758952,-122.2067509422234,-137.13710169119466,-21.856650180666502,-38.85821929829412,-46.48278560023299,-45.76029051429042,-8.895194595688148,-888.3627597464816
-677.8628519026609,-638.7986698144333,-618.6353087653459,-427.627940549965,-547.2796468333106,-613.350350752101,-510.6016829272722,-412.5585814652795,-414.24248982410404,-311.7878382708477,-413.7352032327751,-457.28805580982134,-363.5477752683986,-345.89901750429937,-364.59894724726587,-325.7543527921405,-208.27857636255004,-485.7340921436497,-100,-257.1039305919081,-268.35610393937634,-192.62938618389944,-213.93414801867374,-47.74050820294816,-337.71626652738667,-78.70612044700476,-220.17507881588568,-100,-185.33848701542766,-193.75560488247635,-196.27701536891854,-62.89621861778947,-83.66770346090381,-102.7729949905843,-100,-40.9533856422505,-16.055914017511164,-58.16010846701886,-21.333456896622206,-749.7176569716768
-720.1509042646643,-519.1339860978826,-663.1990646986427,-439.4137565952416,-402.6076237298391,-597.5742436009848,-404.48235585737984,-452.35446271245115,-449.019695587423,-432.9095690331818,-407.2850927462897,-447.1302007553137,-423.2675043016654,-537.827136270797,-480.81375407455914,-379.13647758606135,-401.8117908324861,-140.40765194032213,-231.45751168970332,-168.12149756705912,-320.13872351122865,-100.90172929243204,-198.72487549090468,-484.04784866843806,-221.47117547359247,-113.44298260463486,-194.31100250219274,-20.04905996685544,-44.29261422800713,-24.2589066377723,-58.69027314928154,-16.26923882978531,-63.68267811672334,-29.84183972912131,-191.65210378991986,-69.10065818413736,-53.743025043053144,-44.00861002353468,-22.035378353326802,-704.9992746851203
-679.0709315013489,-510.24289833757376,-569.8505206360038,-506.4815249897118,-624.7227079992199,-490.30892018121654,-430.3173386152094,-618.0726815106682,-363.254952528541,-100,-332.1356505885308,-537.3869851364353,-371.1000928836621,-369.6533658130778,-280.847401366914,-279.5776087691357,-230.46220655191553,-197.62871625019827,-289.59117849086033,-200.41489027581696,-269.71025584760645,-138.6332749143689,-433.20871283806605,-119.26834125647429,-96.58924464377334,-122.33265294830846,-58.35250698869825,-135.35019669864602,-60.13869034778128,-17.07293996959656,-100.84039783131026,-24.450480606816846,-20.15404339372613,-20.912361063315288,-52.66272518939519,-15.407826575353383,-12.265584730039128,-27.367024793043548,-49.65546078450108,-643.2653027563912
-592.7841617850838,-512.7045180529257,-558.0977787214274,-413.86164054537556,-523.2540382138985,-547.9543525304966,-315.8494862537416,-662.9270186680078,-437.68182151991505,-336.4421015462626,-452.0978998537362,-444.7850491626572,-305.4499830424816,-288.04600066156985,-380.4758687083298,-224.43061576320451,-408.76478100079225,-326.8934852121266,-346.9340571541025,-343.7752160840083,-18.60208027328127,-156.25382601560793,-233.61742529983076,-102.11527237374614,-76.38498859077043,-312.5587467303148,-136.07513209963292,-121.39747587398526,-100.58709903906644,-13.422986042569875,-59.94282782331235,-50.22984748710077,-8.524292618270238,-23.34894685514596,-20.852449015432946,-7.705923369282964,-7.726042518273655,-7.068643231078681,-40.7892431299411,-616.9226273508995
